filename,category,source,resolution,format
animal\animal_elephant115.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant116.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant117.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant118.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant119.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant12.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant120.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant121.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant13.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant14.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant15.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant16.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant18.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant19.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant2.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant20.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant21.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant22.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant23.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant24.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant25.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant26.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant27.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant28.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant29.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant3.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant30.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant31.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant32.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant33.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant34.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant35.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant36.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant37.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant38.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant39.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant4.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant40.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant41.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant42.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant43.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant44.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant45.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant46.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant47.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant48.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant49.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant5.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant50.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant51.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant52.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant53.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant54.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant55.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant56.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant57.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant58.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant59.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant6.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant60.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant61.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant62.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant63.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant64.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant65.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant66.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant67.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant68.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant69.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant7.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant70.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant71.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant72.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant73.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant74.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant75.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant76.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant77.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant78.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant79.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant8.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant80.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant81.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant82.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant83.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant84.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant85.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant86.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant87.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant88.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant89.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant9.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant90.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant91.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant92.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant93.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant94.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant95.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant96.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant97.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant98.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_elephant99.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse10.jpeg,animal,combined_dataset,128x128,JPEG
animal\animal_horse100.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse101.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse102.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse103.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse104.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse105.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse106.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse107.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse108.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse109.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse11.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse110.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse111.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse112.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse113.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse114.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse115.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse116.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse117.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse118.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse119.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse12.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse120.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse121.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse122.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse123.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse124.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse125.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse126.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse127.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse128.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse129.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse13.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse14.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse15.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse16.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse17.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse18.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse19.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse20.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse21.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse22.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse23.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse24.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse25.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse26.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse27.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse28.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse29.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse30.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse31.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse32.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse33.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse34.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse35.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse36.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse37.jpg,animal,combined_dataset,128x128,JPEG
animal\animal_horse38.jpg,animal,combined_dataset,128x128,JPEG
